Customer_ID,First_Name,Last_Name,Email,Phone,Gender,DOB,Address,City,State,Country,Postal_Code,Registration_Date,Customer_Segment
CUST213487,Richard,Nunez,perezbrian@example.org,+1-736-624-7335,Female,1975-12-06,"620 Andrew Underpass Suite 941, Jackmouth, NH 21564",Saraview,North Carolina,Iraq,94454,2024-09-07,Corporate
CUST124438,James,Heath,laurie65@example.org,+1-414-946-6622x586,Female,1972-07-02,"9284 Kelsey Valleys, Port Jason, WI 93800",New Alexandra,Delaware,Honduras,04681,2022-10-18,Corporate
CUST056021,Darren,Jordan,cynthialee@example.net,302-598-3654x46742,Male,1986-02-12,"80843 Brittany Glen Suite 275, Mathisburgh, NY 09610",West Stephanie,North Carolina,Burundi,18201,2023-05-14,Retail
CUST426092,Jorge,Whitney,david18@example.net,001-362-887-6956x524,Female,1969-03-04,"44384 Jackson Rapid, Johnsonchester, CO 52993",East Rogerberg,Vermont,Nigeria,64980,2025-03-26,Corporate
CUST108451,Kristina,Jones,louis51@example.com,210-422-1600,Female,1989-10-02,"5139 Jones Well Apt. 831, Robbinsview, NE 67747",Lake Rebecca,Missouri,North Macedonia,97924,2020-09-05,SMB
CUST959839,Christopher,Anderson,bairdandrew@example.net,4899321424,Female,1991-02-03,"82423 Bradley Highway Apt. 659, Walkermouth, NH 52283",New Pennyfort,Idaho,Wallis and Futuna,90560,2021-09-07,Retail
CUST981202,Michael,Nichols,thorntonamanda@example.net,+1-866-354-3395,Male,1990-03-30,"745 Cathy Center Apt. 675, New Phillipchester, FL 45052",East Meganmouth,Tennessee,Fiji,86024,2021-02-24,Retail
CUST116479,Diane,Washington,haley41@example.org,489-857-0846x33675,Other,2005-02-15,"187 Henry Village Apt. 193, Port Kayla, NH 48122",Daughertyburgh,Montana,Guinea-Bissau,57616,2022-08-28,SMB
CUST545265,Michelle,Yang,flemingemma@example.com,317.584.2015x10547,Female,1982-09-22,"59317 Johnny Pine, Bentonstad, IA 33187",West Waynemouth,Michigan,Montserrat,61904,2020-09-06,Retail
CUST382899,Sherry,Carter,dhorn@example.com,001-959-853-0487x0670,Other,1956-06-13,"32829 Michael Alley Apt. 842, South Walter, KY 92142",South Kimberly,Washington,Burundi,68951,2023-06-16,SMB
CUST130940,Lance,Gutierrez,tracy49@example.com,+1-759-529-8223,Female,1975-07-01,"5189 Martinez Plaza Apt. 496, Lake Alicia, WI 48399",North Sandra,Maryland,Guinea-Bissau,11340,2023-08-26,SMB
CUST490557,Robert,Fuller,cameronstokes@example.org,966.881.0906x63060,Female,1990-11-17,"741 Coleman Grove Suite 467, Kellyhaven, OR 32381",Cochranfurt,California,Saint Barthelemy,08250,2023-07-12,Corporate
CUST379255,Bridget,Goodman,daniellevy@example.com,993.725.3233,Other,1975-11-14,"7421 Danny Union, West Ninatown, NE 91025",Hamptonfort,Washington,Papua New Guinea,26527,2022-04-15,Corporate
CUST532310,Angela,Adams,laura46@example.org,(904)380-7319x0146,Other,2004-11-30,"69810 Thomas Drive, Courtneyside, MP 52639",Aaronview,Louisiana,Slovakia (Slovak Republic),45198,2022-11-02,SMB
CUST855539,Angela,Wong,kgreene@example.net,001-288-794-1494x91518,Male,1982-11-14,"14487 Edwards Rapid Apt. 247, Port Melissafurt, MA 76732",New Victorialand,Montana,Mozambique,71174,2021-10-30,SMB
CUST439063,Jack,Cunningham,ashley22@example.com,988.941.2221,Female,2002-04-16,"227 Jeffrey Crest, South Michelle, CT 03642",Port Christopherton,Washington,Pakistan,38873,2021-08-04,SMB
CUST915608,Diana,Harrison,chris44@example.org,+1-745-905-7604x48224,Male,1957-02-15,"PSC 7031, Box 1455, APO AP 40734",Loweville,New Jersey,Faroe Islands,54734,2021-02-11,SMB
CUST242845,Shannon,Williams,eewing@example.org,+1-852-258-0392x0704,Female,1997-01-19,"73701 Sims Pike Apt. 929, West Alexander, ID 45618",Lake Courtneyborough,Georgia,Cook Islands,31153,2024-01-27,SMB
CUST855932,Maria,Smith,antonio49@example.net,805.810.8160,Female,1990-06-11,"65166 Garcia Trace, Mooretown, ND 97964",West Erikland,Texas,Saint Barthelemy,53099,2022-05-21,Retail
CUST160681,Lacey,Myers,chapmanmichele@example.net,877-649-5894,Male,1970-06-04,"531 Shelia Meadow, Mikeburgh, ND 07466",Port Sonya,Kansas,Puerto Rico,57109,2022-08-10,SMB
CUST905808,Kenneth,Gray,umartin@example.net,734-678-4721x4471,Male,1962-02-20,"8469 Becky Trail Apt. 738, New Kevinburgh, TN 06267",Tylerland,North Dakota,French Guiana,40171,2021-12-25,Retail
CUST726146,Rhonda,Foster,michellestafford@example.com,982-377-5053x785,Other,1997-10-04,"762 White Mountain Suite 099, Johnfurt, OH 35385",South Heatherview,West Virginia,French Polynesia,99121,2024-08-18,Retail
CUST604904,Ian,Moreno,daniellowery@example.org,(237)943-3631,Female,1971-01-27,"77497 Taylor Fork, Bobbyfurt, TX 63246",Bethfurt,Kentucky,Antarctica (the territory South of 60 deg S),72692,2020-07-01,Retail
CUST299286,Francisco,Powell,adamprice@example.org,(780)585-0300x37811,Female,1997-11-28,"957 Erika Well Suite 643, Jamesborough, MD 32927",Jeffton,Florida,Nauru,49571,2021-03-13,SMB
CUST000103,Anthony,Michael,donna28@example.org,001-825-903-9534x937,Other,1997-04-04,"60152 Hunter Tunnel Suite 682, North Jaimehaven, LA 35897",East Rodney,Alaska,Poland,74453,2024-02-28,Retail
CUST231085,Jason,Newman,john56@example.net,772-632-1284,Other,1974-02-19,"7907 Johnson Cliff, Parsonsburgh, FL 86798",Lake Jasonchester,Florida,Andorra,68360,2020-07-02,SMB
CUST858713,Brian,Wells,burtonjohn@example.org,467-420-7306x253,Male,1980-08-08,"USCGC Boone, FPO AP 55865",Carlatown,Connecticut,Turkey,23948,2020-09-10,Retail
CUST371666,Curtis,Williams,johnsoncynthia@example.org,(955)601-0695x970,Other,1957-12-16,"596 Rogers Highway, Brandonberg, MH 33038",Stonehaven,North Carolina,Togo,79560,2020-07-19,SMB
CUST762187,Scott,Werner,danielguzman@example.net,001-945-323-7381,Female,1999-10-24,"4382 Collins Grove Apt. 080, West Vincentton, MA 30418",North Melissa,New Hampshire,Luxembourg,09939,2024-12-13,Corporate
CUST083611,Jodi,Smith,icarrillo@example.com,948.242.9843,Other,1984-10-12,"76875 Lawson Circle, Fernandezview, NY 66951",Port Alexanderport,Vermont,Netherlands Antilles,96983,2024-01-21,SMB
CUST118469,Lisa,Carlson,coreyfrederick@example.com,001-627-951-4356x4509,Other,1986-09-15,"439 Margaret Burg, Maddenberg, PR 16670",Port Mary,Louisiana,Wallis and Futuna,81681,2023-07-19,SMB
CUST441121,Karen,Horn,washley@example.org,7519628142,Other,1965-03-14,"512 Cheryl Brook Apt. 097, Port Valerie, ND 43235",Dawnview,Louisiana,Finland,61836,2024-01-01,SMB
CUST090827,Emily,Washington,grosssamuel@example.com,001-999-450-2835x79362,Female,1967-12-10,"USCGC Mcmahon, FPO AE 90805",Lake Jesus,New Jersey,New Zealand,79427,2022-02-22,Retail
CUST935317,Robert,Bolton,nicole57@example.net,+1-938-235-2081x6702,Other,1977-03-14,"682 Kimberly Coves, Port Justin, CO 93646",Jasonport,Tennessee,Marshall Islands,38098,2022-10-31,Retail
CUST216199,Troy,Gregory,sandramartin@example.org,001-589-888-2572x4955,Male,1961-08-27,"110 Salazar Tunnel, West Jacquelinehaven, PW 98323",Griffinberg,Pennsylvania,Namibia,08414,2021-10-11,Corporate
CUST004671,Richard,Wagner,stephanie28@example.net,(235)495-6018,Female,1981-12-20,"079 Kevin Pines Apt. 006, Mannbury, IL 89240",South Brettside,Nebraska,Nepal,02705,2021-10-15,SMB
CUST664407,Billy,Davila,bryanrobertson@example.net,001-797-975-7134x681,Other,2006-08-12,"631 Kelly Green Apt. 624, Joneshaven, FM 44446",Tatechester,South Dakota,Australia,78133,2023-08-26,Corporate
CUST311698,Andrea,Griffin,jesse98@example.org,(591)345-6076x1727,Female,1956-01-07,"98025 Mccullough Lodge Apt. 625, West Michaelfort, IL 72408",New Erika,Kentucky,Switzerland,04122,2020-09-06,Retail
CUST991608,Susan,Gomez,umarsh@example.org,252-215-3540,Female,2002-07-10,"USCGC Walls, FPO AP 62256",New Robertberg,Illinois,Costa Rica,97134,2021-05-27,Corporate
CUST415097,Ashley,Molina,elizabeth30@example.org,312-581-7076,Other,1988-10-07,"Unit 0023 Box 6449, DPO AA 34233",East Randallton,Maryland,Uruguay,82411,2022-10-13,Retail
CUST440870,Nathan,Martinez,kerriellis@example.com,241.333.1307,Female,1983-07-16,"PSC 8276, Box 4230, APO AA 88088",Bradyfurt,North Dakota,Slovakia (Slovak Republic),69861,2021-03-09,SMB
CUST378485,Anthony,Porter,zolson@example.org,(476)537-7328x591,Female,1997-09-01,"306 Fitzpatrick Mall Apt. 878, West Linda, PR 74641",Yolandaport,Delaware,Belgium,26973,2025-01-01,Retail
CUST556127,James,Tyler,cooperjesse@example.com,(476)852-0288,Female,1966-01-07,"5647 Bailey Villages Apt. 188, North Lori, MT 37803",Chandlerborough,Wyoming,Rwanda,62653,2020-12-31,Corporate
CUST719343,Gregory,Leach,lwolf@example.org,+1-490-629-1122x13767,Male,1972-01-26,"84957 Jones Way, Kathrynborough, GA 26470",Gonzalesborough,New York,Cyprus,39400,2022-01-29,SMB
CUST741538,Jennifer,Palmer,brendariley@example.com,001-717-843-6263x13789,Female,1965-07-03,"997 Lee Causeway Suite 029, New Derrick, NY 27219",Kevintown,New Hampshire,Taiwan,35018,2020-08-05,SMB
CUST203044,Dawn,Pacheco,lmalone@example.net,201.783.7838x4640,Male,1955-10-19,"00845 Rodriguez Street, Alexandraville, AL 69467",Michaelbury,Massachusetts,Estonia,28589,2022-12-21,SMB
CUST329776,William,Patel,pattersonbrandon@example.org,(900)605-5098x782,Male,2000-09-30,"5943 Berry Trafficway Suite 847, Keithville, WI 45136",Larsonhaven,Hawaii,Egypt,43346,2020-09-07,Retail
CUST486460,Maria,Love,jhall@example.org,573.583.0662x5253,Female,1982-12-23,"409 Smith Prairie Suite 938, Mosleymouth, WY 34343",West Whitney,Alabama,Mauritania,58257,2021-12-08,Corporate
CUST126293,Amanda,Villarreal,fhurley@example.com,785-390-1004x96199,Other,2001-05-02,"695 John Stravenue Apt. 885, Geraldburgh, DC 18306",Lake Wendy,West Virginia,Gibraltar,88852,2021-08-13,Corporate
CUST130046,Connie,Harmon,michael89@example.net,338-380-8555x060,Other,1988-11-02,"330 Michael Light Apt. 418, West Candace, FL 51484",Zamorabury,New Mexico,Zimbabwe,08343,2025-03-24,Retail
CUST111681,Patricia,Singleton,fmoore@example.org,+1-573-667-3947x1388,Female,1956-08-07,"1807 Adam Isle Suite 561, Lake Drewborough, IL 61739",Davidtown,Delaware,Greenland,60340,2022-02-17,Retail
CUST783313,Antonio,Harding,kari88@example.org,876.994.2013,Female,1971-06-05,"0849 Robert Field Apt. 185, North Kelli, MH 79544",North Gregory,Nebraska,Malta,88592,2022-11-30,Retail
CUST346072,Ashley,Davis,jhanson@example.com,(462)896-1998x131,Other,1967-10-27,"738 Wilson Glens Suite 881, Mitchellland, IL 43193",South Adambury,Hawaii,Equatorial Guinea,59166,2023-11-17,Retail
CUST542420,Kelly,May,kramerdavid@example.net,001-775-750-3761x584,Male,2002-08-06,"7947 Davis Trail Suite 015, Duncanfort, VA 52516",North Christopher,Indiana,Senegal,99536,2024-05-26,Retail
CUST904819,Roger,Sheppard,jwood@example.net,380.542.9595x4873,Female,1965-03-17,"349 April Track, Ashleytown, NY 14809",Riveramouth,Nevada,Romania,51569,2022-04-20,SMB
CUST269265,Tanner,Yoder,anthonyortega@example.com,786.481.6061,Other,1999-08-22,"4325 Kristen Center, Christianshire, WV 55805",Port Bridgetmouth,Wyoming,South Africa,30813,2021-11-06,SMB
CUST809967,Nancy,Sampson,spencerguerra@example.net,502.607.7497,Female,1991-08-23,"32077 Johnston Tunnel, Tammybury, CA 06911",Port Donald,North Dakota,Faroe Islands,34467,2024-10-08,SMB
CUST455123,Thomas,Pierce,hodgekyle@example.com,+1-354-262-7969x644,Female,2005-02-03,"3443 Velazquez Circles Apt. 702, Oconnorville, IA 29540",Jasonmouth,Ohio,Estonia,70383,2023-03-12,Retail
CUST946134,Megan,Rhodes,richardstanton@example.net,(746)638-5721x77744,Female,2002-03-04,"4896 Louis Lodge, Colemouth, AK 92339",Coxton,Arizona,Sudan,99472,2021-09-24,Corporate
CUST899675,Barbara,Lamb,joshuajohnson@example.net,(685)847-2075,Male,1971-06-13,"2366 Pearson Park, West Veronicastad, OR 09519",Pottermouth,Mississippi,Jamaica,44957,2020-12-04,Corporate
CUST100271,Briana,Barber,pattersonann@example.org,539.276.0864x09268,Female,1971-07-23,"6397 Goodman Oval Apt. 221, Sotomouth, KS 60116",Bartonburgh,Massachusetts,Switzerland,93681,2024-05-19,Corporate
CUST605557,William,Holt,anthony53@example.org,4636652819,Female,1961-11-18,"7392 Mary Harbor, West Sheilabury, PW 53595",Kleinhaven,Arkansas,Uzbekistan,42541,2024-01-04,SMB
CUST085524,Jessica,Hensley,hhill@example.com,(267)885-1365x941,Male,1991-09-23,"5282 Rick Canyon Suite 466, Johnsonstad, MS 50394",Nicoleport,Delaware,Bangladesh,50931,2020-08-19,Corporate
CUST717171,Dennis,Gonzalez,ybarber@example.net,8204341008,Other,1961-12-24,"9382 Robert Islands, Laurieberg, MO 80907",Thomasshire,Washington,Eritrea,37572,2021-06-05,Retail
CUST702779,Barbara,Jackson,vbishop@example.com,727-353-4298,Female,2002-11-15,"0429 Coleman Run, Ibarrafort, GA 94527",Mooremouth,New Mexico,Aruba,17435,2024-10-11,Corporate
CUST136905,Andrew,Anthony,vasquezian@example.org,001-440-365-5834x819,Other,1998-01-03,"9440 Susan Fords Suite 282, Port Joestad, UT 62996",Port Alyssa,Alabama,Cocos (Keeling) Islands,92964,2024-12-14,SMB
CUST995938,Derek,Martinez,ofowler@example.com,7344168969,Other,1998-08-10,"648 Jackson Brook Suite 848, South Sharonbury, AS 69112",Matthewfurt,Missouri,Palau,83753,2020-08-11,SMB
CUST688015,Debra,Baker,gabrielle71@example.org,937.623.4509x22566,Female,1957-06-13,"PSC 8316, Box 9080, APO AE 46256",Lake Natasha,Vermont,Kiribati,43996,2022-01-27,Corporate
CUST560835,Cynthia,Khan,hillchristina@example.org,(414)359-8508x52346,Female,2000-01-09,"6985 Jenkins Extension Apt. 680, West Sierraton, DE 55495",East Leslieland,Alabama,Qatar,31143,2022-06-05,Corporate
CUST233697,Brandon,Park,anthonycrawford@example.net,724.825.9230x41331,Female,1954-07-22,"8924 Wright Wall Apt. 573, West Jenniferstad, VT 82045",Smithmouth,Iowa,Turkmenistan,11242,2024-05-22,Retail
CUST260002,Heather,Harris,phillip68@example.net,+1-551-209-4535x0238,Male,1966-01-13,"5254 Kelly Ferry, North Andrew, WI 04792",Biancaborough,Michigan,Somalia,37304,2020-06-04,Retail
CUST763753,Laura,Collins,phillip65@example.org,001-381-636-0629x5129,Female,1968-11-27,"7133 Ryan Heights, New Angela, AS 41591",Charlesport,Louisiana,Cape Verde,55606,2020-09-26,SMB
CUST520740,Sonya,Sullivan,mario59@example.net,001-918-365-4836,Male,1963-08-17,"26993 Lane Fork, West Kara, WI 03970",Deannaland,Maryland,Burkina Faso,51302,2024-01-21,Corporate
CUST187714,Justin,Paul,mike80@example.net,269-741-4948x353,Male,1995-08-05,"3823 Amanda Spur, Randyland, NV 25199",New Karl,Connecticut,Georgia,07262,2024-11-21,Corporate
CUST402184,Brian,Campbell,lauren10@example.com,762.309.3300x2490,Male,1974-02-08,"0176 April Harbors, Marcusmouth, AL 05701",Williammouth,Alabama,French Polynesia,12104,2024-05-16,Retail
CUST277769,Raymond,Lucas,maureencampbell@example.net,779.272.4504x49234,Male,1996-08-03,"257 Debra Port Apt. 736, Marcfurt, NY 60457",South Emma,Tennessee,Equatorial Guinea,95982,2022-10-08,SMB
CUST051850,Angela,Miller,bharris@example.org,817-861-9946,Male,1954-11-15,"578 Melanie Plaza Apt. 075, Cindyside, NJ 14254",West Sydneyborough,Michigan,Papua New Guinea,55752,2020-07-29,Retail
CUST175659,Laura,Kramer,katiekelly@example.org,783.430.5053x0594,Other,1998-05-02,"52986 Beltran Center Suite 917, Lake James, HI 04867",Port Douglasmouth,Alaska,Iran,33800,2022-01-02,SMB
CUST220793,Steven,Burke,steven19@example.net,+1-874-893-7137x45144,Male,1985-10-22,"942 Rita Mount, West Andrea, MO 10582",Anthonymouth,New Mexico,Bhutan,68279,2021-01-17,SMB
CUST345309,Michelle,Daniels,tiffany61@example.org,488.264.3560x18802,Other,1985-10-12,"195 Jason Lake Apt. 623, Adamstown, IL 56817",Campbellberg,Alaska,Myanmar,37967,2024-10-26,SMB
CUST866998,Anthony,Dudley,srobertson@example.org,817.964.8456,Other,1984-09-18,"61638 Jeremy Meadow, Tinaport, OH 55587",South Anthony,North Dakota,Sao Tome and Principe,03700,2023-08-19,Retail
CUST554594,Daniel,Oliver,rhernandez@example.com,+1-594-683-5796,Male,1966-10-04,"44434 Marc Keys, Moonland, AK 11921",Hannahshire,Massachusetts,Venezuela,01786,2023-04-10,Retail
CUST792996,Daniel,Gardner,sabrinamckenzie@example.org,(975)823-8074,Female,1959-07-09,"65042 Davila Alley Suite 412, North Johnborough, AZ 60494",Danielstown,Nevada,United States Minor Outlying Islands,19050,2024-05-19,Corporate
CUST267143,Douglas,Gonzalez,hilladam@example.com,865-405-2430x76265,Other,1987-12-01,"12725 Wade Isle, Marymouth, MI 19751",Lake Bruce,Idaho,Bhutan,44869,2020-08-24,Retail
CUST785254,Brian,Mack,cody26@example.org,4185123762,Female,1994-08-30,"Unit 6474 Box 5367, DPO AP 24025",Smithport,Mississippi,North Macedonia,45643,2021-04-02,SMB
CUST990086,Robert,Burgess,escott@example.net,691.602.1441x189,Other,1967-12-23,"89349 Thomas Groves, Davenportview, AL 35004",East Joshuatown,Arizona,Kiribati,13446,2024-01-16,SMB
CUST230862,Meghan,Bishop,tsims@example.org,651.333.3226x05006,Other,1993-12-18,"4864 Nicholas Island Apt. 242, West Jamesfort, MH 66744",Lake Duane,Indiana,Colombia,20556,2020-06-15,Retail
CUST803381,Linda,Rivera,thomasvargas@example.com,(646)732-1800x1170,Other,1972-01-06,"74314 Christine Meadow, Susanside, MN 09613",Kathleenport,Tennessee,Palau,37625,2022-05-31,Retail
CUST172550,Nancy,Barnett,steven00@example.org,224-915-6117x9693,Male,1986-10-14,"7634 Roger Brooks Suite 659, West Clifford, VI 88010",Carterfurt,Wyoming,Mayotte,10676,2024-10-25,Corporate
CUST474365,Troy,Anderson,sandra59@example.org,7845725874,Female,1990-08-02,"84594 Jones Field Apt. 030, Pricemouth, IA 99118",Port Kayla,Hawaii,Czech Republic,20736,2023-05-23,Retail
CUST093855,Matthew,Burton,pking@example.net,372.286.8446x0875,Other,1971-01-04,"5445 Crystal Village Apt. 878, Leefurt, KY 63997",Jennifermouth,Virginia,Sri Lanka,41868,2020-11-03,SMB
CUST620007,James,Smith,camachonicole@example.com,+1-244-696-1218x968,Other,1962-05-13,"37115 Fleming Radial, Lauraport, WA 97514",Lake Deanna,California,Marshall Islands,55116,2023-09-21,Retail
CUST099706,Kathryn,Flores,kelly21@example.com,387.266.4387x813,Other,1958-08-16,"9496 Jeffrey Creek, Rachelport, WY 35786",Summersstad,Tennessee,Holy See (Vatican City State),48945,2021-11-12,SMB
CUST308107,Lori,Lewis,kathypowell@example.net,001-376-281-1872x314,Female,1981-05-23,"85565 Hall Isle Suite 020, Mathewsburgh, AR 30631",Port Rebecca,Iowa,Mozambique,91030,2021-08-13,Retail
CUST138234,Alexander,Harrington,hchandler@example.net,001-292-411-5049x3050,Male,1996-11-23,"782 Smith Parkway, Lake Normantown, MH 62227",West Bretttown,North Dakota,Togo,27954,2024-02-17,Corporate
CUST248752,Roy,Bailey,darrell19@example.org,(622)777-9200x290,Male,1989-12-17,"179 Hannah Union Suite 602, Andreaville, CT 45018",Port Joannahaven,Arkansas,Solomon Islands,83637,2023-12-21,SMB
CUST715422,Marc,Evans,yorkaustin@example.com,001-616-584-6170x0639,Other,2001-05-16,"670 Franklin Alley, Lake Kelliton, MT 33265",Andreaville,Kentucky,Argentina,98501,2023-08-08,SMB
CUST175167,Jason,Jones,haleynielsen@example.org,920.854.8793,Female,2003-01-28,"9363 Dominguez Park, Port Charles, LA 89976",Port Andreafort,North Carolina,Aruba,10350,2020-06-11,Corporate
CUST031252,Jeremy,Murphy,jonathankelly@example.com,001-797-643-6124x8614,Female,1957-04-29,"5497 Jorge Island, South Allisonchester, MO 58890",Lake Reginamouth,Colorado,Portugal,07232,2020-05-14,SMB
CUST402441,Shannon,Cohen,johnjohnson@example.org,(257)514-0337x240,Other,2005-11-04,"073 Michael Gardens Apt. 695, South Jenniferville, ID 22034",Port Brittanyburgh,North Dakota,Slovenia,83236,2022-10-13,Retail
CUST558047,Kelly,Le,brookstiffany@example.org,5759116029,Other,1995-04-26,"USNV Dickson, FPO AP 67090",East Paulchester,Arkansas,Cayman Islands,32485,2020-07-28,Corporate
CUST007813,Caitlin,Vaughan,crogers@example.net,+1-263-240-7237x5144,Female,1987-12-28,"194 Amy Canyon Apt. 006, Port Kristinafurt, NY 40862",West Steventon,South Dakota,Solomon Islands,38108,2025-01-04,Corporate
CUST446315,Latoya,Walker,cassandraholden@example.net,577-422-7303,Other,1955-12-21,"8431 Anderson Parkway, West Bryan, CT 43371",Barbaramouth,Utah,Jordan,01795,2022-07-02,SMB
CUST289916,Samantha,Ramos,michael93@example.org,001-461-645-3416,Female,2002-11-01,"26653 Gonzales Freeway Apt. 016, Vegatown, CO 46947",West James,Iowa,Kuwait,99773,2024-09-01,SMB
CUST758874,Patricia,Dunn,michael47@example.net,(870)256-0378x87231,Female,1990-09-27,"5396 Carl Via Suite 694, North Alexander, WI 60430",Port Robert,Vermont,Colombia,01749,2021-11-13,SMB
CUST290414,Sandra,Smith,martindan@example.org,713.546.3212x872,Other,2004-04-04,"69262 Stevens Turnpike Suite 146, Smithbury, MN 96100",Laurieberg,Connecticut,Malaysia,82456,2022-01-03,Retail
CUST296678,Barbara,Warren,johnschwartz@example.net,(919)811-3232x58556,Male,1989-03-22,"48989 Kayla Square, Lake Peter, NC 76854",Joshuachester,Tennessee,Micronesia,04575,2020-11-18,SMB
CUST933253,James,Kline,xtaylor@example.org,(492)930-1973x313,Male,2005-03-02,"54704 Jennifer Place, West Amandaton, NJ 25851",Lake Daleville,Alabama,Djibouti,41210,2025-02-17,SMB
CUST532137,Stephanie,Edwards,yclements@example.com,208.543.3243x8566,Other,1966-08-15,"USS Rodriguez, FPO AA 70620",Aprilbury,Ohio,Tanzania,82411,2024-12-18,Retail
CUST997521,Michael,Kelley,david53@example.net,+1-570-254-0497,Female,1970-11-14,"42496 Hays Islands Suite 079, Gutierrezburgh, SD 25650",Georgebury,New York,Samoa,83446,2022-01-21,Corporate
CUST871715,Miguel,Hogan,smithcharlotte@example.net,8369374930,Male,1981-11-19,"72315 Bean Meadow Suite 164, Richardsonchester, NV 09886",Port Jimmy,Mississippi,Gambia,34887,2021-01-18,Retail
CUST961331,Cassandra,Garcia,kenneth23@example.com,833.592.2915x28979,Female,1982-11-02,"USNV King, FPO AA 51448",Samanthamouth,Alabama,Italy,06514,2024-07-10,Retail
CUST044302,Richard,Walters,nelsonedward@example.com,476-437-2223,Male,2001-11-30,"818 Jermaine Cape, Garciamouth, IA 96705",Lake Leeberg,Rhode Island,Yemen,61987,2021-07-11,Corporate
CUST506530,Michael,Kaiser,pbranch@example.com,001-949-236-1111x904,Male,1990-05-20,"34602 Ruth Shoal Suite 580, Davisstad, KY 15810",West Rhonda,Montana,Benin,84284,2023-12-27,Retail
CUST974785,Roy,Ware,lisa43@example.org,001-993-969-3262x8994,Other,2000-09-09,"534 Rojas Run Apt. 801, Port Melissatown, MO 64134",Chaneymouth,Georgia,Niger,44866,2022-12-03,Corporate
CUST403083,Lisa,Hernandez,joy97@example.com,(438)734-7541x7450,Male,1986-06-25,"158 Johnny River Apt. 424, New Brent, NE 80517",Kiddside,Idaho,Belize,39897,2023-12-04,Corporate
CUST362296,Megan,Dorsey,kdalton@example.com,747.314.1849,Other,1981-08-18,"Unit 9046 Box 1773, DPO AP 85301",Schmidtton,Georgia,Belarus,95262,2021-12-08,Retail
CUST520761,Howard,Walton,debragiles@example.com,831-813-5662x391,Other,1986-03-27,"654 Coleman Forest Suite 491, Griffinshire, AL 54202",North Lisachester,Kansas,Saint Barthelemy,15846,2020-10-13,Retail
CUST240256,Benjamin,Anderson,longtammie@example.com,+1-686-791-1201x105,Male,2001-02-28,"5820 Nunez Parkway Suite 986, Lake Jamesmouth, CT 23152",Gibsonview,Texas,Tajikistan,02610,2020-07-23,Corporate
CUST179568,David,Reyes,troy84@example.org,752.971.9825x81535,Female,1987-10-15,"0614 Hall Views Suite 811, West Juan, CT 83910",Morrisside,Alaska,Ghana,77957,2022-11-07,Corporate
CUST203691,Larry,Clayton,joshua84@example.com,+1-427-309-7652x8224,Male,1965-07-20,"8934 Sonia Run Apt. 905, Lake Williehaven, UT 27664",North Jenniferside,Kansas,Antigua and Barbuda,72342,2022-05-18,SMB
CUST606280,Edwin,Silva,justinjackson@example.net,402.242.1804,Female,1999-12-26,"94794 Pearson Ways Suite 057, Armstrongtown, RI 96925",Brittneytown,Massachusetts,Guinea-Bissau,45155,2025-01-09,Corporate
CUST820828,George,Petty,cflores@example.net,788.905.8413x96933,Male,1982-12-18,"295 Mark Valleys Suite 011, Lake Charlene, CO 24687",West Whitneyhaven,South Dakota,Isle of Man,64671,2021-02-16,Retail
CUST259498,Mitchell,Mathis,aholmes@example.org,478.624.2506x11403,Other,1990-05-12,"296 Hernandez Islands Suite 203, Moorefort, PW 11062",Valenciafurt,Wisconsin,Paraguay,88430,2021-04-15,Corporate
CUST917723,Bailey,Barber,apage@example.net,730.215.2423x7981,Female,1990-02-26,"5801 Diaz Park, Mcmahonstad, DC 19102",Port Brianside,North Carolina,Israel,66423,2021-01-08,Corporate
CUST693115,James,Clark,blopez@example.com,001-826-766-1398,Female,1990-05-08,"0517 Palmer Lake Suite 463, Port Yolandachester, CT 01673",East Georgestad,Rhode Island,Norway,02926,2024-10-13,Corporate
CUST061251,Maria,Davis,kendragray@example.org,867.845.7886x86430,Male,1999-11-16,"771 Lee Roads, New Charles, FM 93886",North Michellemouth,Georgia,Guam,10385,2024-07-26,SMB
CUST033812,Misty,Smith,dstokes@example.net,(439)331-0646x063,Female,1966-12-17,"85314 Mora Camp, Shelbyfurt, FL 70592",North Ricardoland,Montana,Tonga,70707,2020-08-12,Retail
CUST167010,Meghan,Watson,moorebrenda@example.org,298-847-8062,Other,1957-09-28,"PSC 8984, Box 8266, APO AA 93589",Lake John,Iowa,Spain,93978,2021-03-18,Retail
CUST338082,Tasha,Sullivan,kingjeremy@example.com,760.321.9377,Other,1956-01-19,"971 Jones Cliff, East Laura, HI 89973",Mitchellshire,Indiana,Italy,03757,2022-02-15,SMB
CUST258854,Grant,Knox,bryan28@example.org,228-359-7490,Other,1975-09-11,"9133 Maria Inlet, Mercadohaven, AK 59943",East Alexis,Idaho,Papua New Guinea,44340,2022-08-30,Corporate
CUST307830,Kevin,Knox,anna97@example.org,970.224.1951x97642,Female,1955-06-07,"45425 Watson Pass Apt. 138, Torresmouth, IA 29341",Christopherfort,New York,Nigeria,32744,2023-07-31,Retail
CUST961703,Mike,Luna,davidhampton@example.net,+1-842-823-0595x73940,Female,1988-12-26,"63238 Robertson Ports, North Kimberlyland, WI 73253",New Alexanderview,Louisiana,Cameroon,10367,2024-04-19,Corporate
